lr=0.000001
4, 6000, 0.550067
4, 7000, 0.581173
4, 8000, 0.568800
4, 9000, 0.577217
4, 10000, 0.576635
4, 11000, 0.562976
4, 12000, 0.577730
5, 1000, 0.393249
5, 2000, 0.410888
5, 3000, 0.417305
5, 4000, 0.408055
5, 5000, 0.390556
5, 6000, 0.414815
5, 7000, 0.426201
5, 8000, 0.415196
5, 9000, 0.399650
5, 10000, 0.413609
5, 11000, 0.386484
5, 12000, 0.401184
lr=0.000050
1, 1000, 2.413377
1, 2000, 1.916809
1, 3000, 1.729242
1, 4000, 1.587123
1, 5000, 1.529667
1, 6000, 1.415033
1, 7000, 1.344546
1, 8000, 1.261800
1, 9000, 1.222999
1, 10000, 1.157112
1, 11000, 1.073771
1, 12000, 1.014746
2, 1000, 0.862434
2, 2000, 0.876773
2, 3000, 0.875932
2, 4000, 0.837181
2, 5000, 0.818143
2, 6000, 0.797875
2, 7000, 0.803754
2, 8000, 0.759622
2, 9000, 0.782465
2, 10000, 0.760233
2, 11000, 0.770629
2, 12000, 0.718559
3, 1000, 0.555687
3, 2000, 0.584494
3, 3000, 0.542529
3, 4000, 0.586979
3, 5000, 0.549539
3, 6000, 0.565027
3, 7000, 0.541689
3, 8000, 0.522471
3, 9000, 0.518987
3, 10000, 0.543163
3, 11000, 0.547337
3, 12000, 0.540261
4, 1000, 0.340148
4, 2000, 0.346287
4, 3000, 0.361343
4, 4000, 0.337364
4, 5000, 0.363579
4, 6000, 0.353148
4, 7000, 0.338043
4, 8000, 0.333386
4, 9000, 0.377160
4, 10000, 0.347352
4, 11000, 0.353243
4, 12000, 0.380325
5, 1000, 0.182330
5, 2000, 0.201440
5, 3000, 0.198073
5, 4000, 0.204007
5, 5000, 0.208105
5, 6000, 0.191954
5, 7000, 0.249778
5, 8000, 0.219864
5, 9000, 0.210587
5, 10000, 0.218141
5, 11000, 0.216751
5, 12000, 0.224395
lr=0.000100
1, 1000, 2.428847
1, 2000, 2.010493
1, 3000, 1.847660
1, 4000, 1.741947
1, 5000, 1.628636
1, 6000, 1.525611
1, 7000, 1.427659
1, 8000, 1.361781
1, 9000, 1.264296
1, 10000, 1.218206
1, 11000, 1.154565
1, 12000, 1.052973
2, 1000, 0.960829
2, 2000, 0.966054
2, 3000, 0.920119
2, 4000, 0.887535
2, 5000, 0.891253
2, 6000, 0.855351
2, 7000, 0.826601
2, 8000, 0.791661
2, 9000, 0.814974
2, 10000, 0.816197
2, 11000, 0.771512
2, 12000, 0.789844
3, 1000, 0.628772
3, 2000, 0.614716
3, 3000, 0.575784
3, 4000, 0.607117
3, 5000, 0.617931
3, 6000, 0.601656
3, 7000, 0.569883
3, 8000, 0.600644
3, 9000, 0.585524
3, 10000, 0.609196
3, 11000, 0.595873
3, 12000, 0.596631
4, 1000, 0.386847
4, 2000, 0.427061
4, 3000, 0.386869
4, 4000, 0.406231
4, 5000, 0.429354
4, 6000, 0.432374
4, 7000, 0.421292
4, 8000, 0.410290
4, 9000, 0.405853
4, 10000, 0.406322
4, 11000, 0.427188
4, 12000, 0.448730
5, 1000, 0.247481
5, 2000, 0.261292
5, 3000, 0.265839
5, 4000, 0.282102
5, 5000, 0.259771
5, 6000, 0.285910
5, 7000, 0.273701
5, 8000, 0.313932
5, 9000, 0.273881
5, 10000, 0.299650
5, 11000, 0.317151
5, 12000, 0.314538
lr=0.001000
1, 1000, 2.688553
1, 2000, 2.325044
1, 3000, 2.315845
1, 4000, 2.313117
1, 5000, 2.311967
1, 6000, 2.310878
1, 7000, 2.308910
1, 8000, 2.307809
1, 9000, 2.307199
1, 10000, 2.308097
1, 11000, 2.307137
1, 12000, 2.305260
2, 1000, 2.305454
2, 2000, 2.303971
2, 3000, 2.306920
2, 4000, 2.305457
2, 5000, 2.303718
2, 6000, 2.305382
2, 7000, 2.304578
2, 8000, 2.304026
2, 9000, 2.304811
2, 10000, 2.305108
2, 11000, 2.304128
2, 12000, 2.304342
3, 1000, 2.303657
3, 2000, 2.302961
3, 3000, 2.304136
3, 4000, 2.303770
3, 5000, 2.302484
3, 6000, 2.303971
3, 7000, 2.303546
3, 8000, 2.303998
3, 9000, 2.302964
3, 10000, 2.303664
3, 11000, 2.303261
3, 12000, 2.302992
4, 1000, 2.303365
4, 2000, 2.303471
4, 3000, 2.303166
4, 4000, 2.303173
4, 5000, 2.302992
4, 6000, 2.303198
4, 7000, 2.302738
4, 8000, 2.303348
4, 9000, 2.303484
4, 10000, 2.303031
4, 11000, 2.302642
4, 12000, 2.303055
5, 1000, 2.302883
5, 2000, 2.303093
5, 3000, 2.303238
5, 4000, 2.302879
5, 5000, 2.303227
5, 6000, 2.303047
5, 7000, 2.303269
5, 8000, 2.302839
5, 9000, 2.303146
5, 10000, 2.303002
5, 11000, 2.303428
5, 12000, 2.303084
lr=0.005000
1, 1000, 378520.018574
1, 2000, 2.318307
1, 3000, 921449.882507
1, 4000, 2.331013
1, 5000, 2.316932
1, 6000, 2.309277
1, 7000, 2.311318
1, 8000, 2.307392
1, 9000, 2.308791
1, 10000, 2.308522
1, 11000, 2.308161
1, 12000, 2.305842
2, 1000, 2.306256
2, 2000, 2.305066
2, 3000, 2.304221
2, 4000, 2.305223
2, 5000, 2.304958
2, 6000, 2.304847
2, 7000, 2.304513
2, 8000, 2.305085
2, 9000, 2.305120
2, 10000, 2.304609
2, 11000, 2.305334
2, 12000, 2.304070
3, 1000, 2.303445
3, 2000, 2.305857
3, 3000, 2.305451
3, 4000, 2.304738
3, 5000, 2.305395
3, 6000, 2.305209
3, 7000, 2.304130
3, 8000, 2.304309
3, 9000, 2.305063
3, 10000, 2.303826
3, 11000, 2.304773
3, 12000, 2.304985
4, 1000, 2.304581
4, 2000, 2.304528
4, 3000, 2.303492
4, 4000, 2.304941
4, 5000, 2.304074
4, 6000, 2.305365
4, 7000, 2.304019
4, 8000, 2.304607
4, 9000, 2.303747
4, 10000, 2.305542
4, 11000, 2.305007
4, 12000, 2.304613
5, 1000, 2.303514
5, 2000, 2.304828
5, 3000, 2.304161
5, 4000, 2.304364
5, 5000, 2.304384
5, 6000, 2.303635
5, 7000, 2.303924
5, 8000, 2.304388
5, 9000, 2.304678
5, 10000, 2.304162
5, 11000, 2.304974
5, 12000, 2.304562
